content,label,rating
"Super clean restaurant and friendly staff. FRESH food. Hasn't been sitting under heat lamps. NO MSG, this is the good stuff. I have to have the Kung Pao Chicken weekly.",1,1
"Found this the other night.  It is the PF Chang fast food option and it worked perfectly for us.  Limited menu, but lower prices. Very basic decor, but clean and fast seating.  Lettuce Wraps just as good as Chang's.  Very busy, especially the take out.  Glad to have it close",1,1
"This review is based upon consistency of flavor and great customer service.  We came and there was an unknown issue that required a 25 minute wait for food.  The employee notified us, and although hesitant, we decided to stay.  We have been here numerous times before in the past years so we are familiar with this location.  The employee was apologetic and gave us a free drink.  That was a simple gesture but rarely do you see decent customer service anymore.  We received our food and had an issue with an incorrect order.  It was explained and the issue was resolved quickly.  They gave us a free appetizer.  We do not expect perfection, nor free food.  This restaurant cares for customers and works to provide a positive experience.  We would return again because they have good food and they care.  That is a rarity in today's restaurant culture.  Kudos to the manager for creating this culture.  Ordered- fried rive and Tofu, edamame, won ton soup, dynamite chx, and Thai curry chx",1,1
I love this place i'd recommend it to anyone ! We always order it togo and it never disappoints! The food always taste fresh and is always ready on time! Definitely our favorite lunch spot !,1,1
"1st! Place is not closed. There was an issue with legal workers in the franchise chain. Now they are back! Food is one of the best! Especially their chicken mango! Daughter is a huge PF Chang fan, so she loves this place also! Her favorite is their Mongolian beef, and noodles! They are always coming up with something new, so you may have to try them more then a few times.",1,1
"As a vegetarian, it can difficult to find places with good options, but I love getting a tofu bowl at Pei Wei. The first time I had it, I had to double check because it looks and has a similar texture to meat, but it's great. I love going to Pei Wei",1,1
"I love Pei Wei since it's just a bit more affordable than PF Changs.  This is the first restaurant in the chain where I found patrons tipping the servers. Although I don't mind leaving a dollar when it's due I find it hard to do when they don't do very much, especially since it's more of a counter service experience.",1,1
"Great fresh food and clean restaurant. Friendly and very accommodating staff. I'm a frequent visitor. This is a sister restaurant to PF Chang's, but without the formality or higher prices. Great place to eat if you want the same style foods as PF Chang's, but a more laid back environment without the need to dress up or spend more.",1,1
"The hubs and I dined at the Glendale location about two years ago. i guess we were hoping it was like PF Chang's....but unfortunately were dissapointed.  We discovered the Surprise location a couple weeks ago and decided that tonight we would grab a quick bite. The hubs ordered Mongolian Beef (his fav at PF Chang's) and I ordered my ""tried and true"" Ginger Broccoli and Chicken."" Of course we started with the Lettuce Wraps because honestly...they are just the most delicious things ever!  Tonight we were pleasantly suprised that the food was quite delicious. Although the dishes are EXACTLY like what you would get at PF Chang's they are scrumptous in their own right. The only downfall is that the noise isn't conducive to conversation.  I haven't been to an establishment this noisy since Buca de Beppo's...which I love (don't get me wrong)!  But I will say (on a positive note) that the customer service is fabulous! Something that can be hard to come by at times...  As for price....$28 bucks for the two of us including an appetizer, two entrees and two drinks. (coke and iced tea...with free refills) Seems a bit pricy to me but honestly....EVERYTHING is expensive now days.   Overall, try it out...they offer take out too so you can enjoy great food in the comfort of your home....without all the noise! (or they have a patio you can dine from)",1,1
"I went to Surprise Pei Wei Restuarant tonight on Bell.  This was my first visit to a Pei Wei.  I was very impressed with the atmosphere, food and staff.  The chicken teriyaki with fried rice was DELICIOUS.  The spring rolls were delicious too!  Your Pei Wei location is my new fav restaurant..",1,1
I like Pei Wei overall and enjoy their varied menu selections.  The food is good and fresh.  Sometimes it's hard to find a place to sit though.,1,1
"The food is great and customer service is the best! The Dan Dan noodles are dynamite but they come standard pretty spicy...  I placed a pick up order by phone and asked for them to be mild, but they ended up being  spicy!  When I got home and tried to eat them they were too spicy.  I called in and spoke to the manager and he took care of it completely and replaced the order for me at no charge!",1,1
Always on point. I get the Carmel chicken.. The crab wontons are a guilt must have. And I love there  tea too. Ate her for two years and always pleased. Thx!,1,1
I love Pei Wei. The food is delicious. The atmosphere is chill. The restaurant was clean and staff friendly.,1,1
"Came here with my friend today cause we were starving and decide to go whichever next place we saw. And we were very surprised at how pretty the inside of the restaurant looked. The decor was amazing. I ordered the Japanese teryaki bowl vegetarian style and it was amazing. I loved the tofu and the brown rice and the veggies. My friend ordered the lo mein and she loved it. We didn't finish due to the fact that the portions are huge. (we didn't know it was a like share the bowl type of place, and when we figured it out we didn't do it because hers had meat). But overall this place was amazing. The employees are very very nice! And this place is vivid and just amazing. WAY better than panda express. I will definately come here again, and recomend it to everyone!!!",1,1
Very consistent food. Definitely a second best to P.F. Chang's.,1,1
The food was fantastic! I highly recommend  the lettuce wraps.,1,1
"Then we went to dinner at Pei Wei. Not bad for an Asian fusion place. Filled with senior citizens, but that's not all that surprising. I had the Mango Thai Shrimp, apparently, which was good. Right amount of spice in the dish. Not too heavy, either. Steve and Chris had their own plates as well, both of which looked appetizing. Not crazy about the moderate wait nor the fact that strangers came up to the table with unnecessary parenting advice for Steve and Chris.",1,1
"We use them to cater family get-togethers. Love the vegetarian dishes, especially the baked tofu- yum!  The Mongolian beef is a favorite with family.  When we dine in we always get the lettuce wrap.",1,1
I love their food. I have gone there multiple times and still think it's great. I especially love their soda machine.  The Mongolian Beef dish is my absolute favorite.,1,1
All around great flavor and portions. Perfect for take-out always consistent the fam eats here about three times a month never had a bad meal.,1,1
"The vegetarian options are pretty good, especially if you like tofu. The restaurant was out of napkins the last time I was there and the staff was friendly. I would recommend the take-out option versus dining in though.",1,1
"Pretty good food a chain. You do get a lot of food for the price. However, every time I have ordered online there has been a mistake. Sometimes they tell me they never even received my order when I received the confirmation email. Also, if you in during a busy time and have a teenage girl as a cashier, you're chances of having a pleasant experience with her are slim to none. This has happened to me multiple times with multiple different cashiers. I have spoken to the manager and he is always very apologetic, but I guess you just can't get stressed teenage girls to be nice to customers. I will continue to go here as the food is good for the price and they are relatively quick with preparation. Nice options if you're veggies as well.",1,1
I love the food and the containers it comes in. We eat there sometimes and also carry out. My favorite is ginger beef broccoli! Thank you for the emails especially. I really appreciate it,1,1
"Pei Wei has become a favorite ""take out"" spot for both myself and my girl friend.  We drive a little further than the local Taco Bell - KFC combination fast food stop, but to eat healthier it is certainly worth our time.   Yesterday, after our Silver Crafting Class, we drove the 2.4 miles and not only enjoyed a relaxing healthy lunch, but then purchased ""take home"" orders so we would have our evening meal in the refrigerator waiting.  (I brought my husband home an order of his favorite Kung Po Chicken with brown rice.)    If you haven't give Pei Wei a try, stop in some time. I believe you'll enjoy it -- that is, IF, you enjoy Asian dishes.",1,1
"It's just above average.  Portions are decent and cost was ok.  Got in and out fast by phoning our order in.  Good was ok, it didn't floor me but it didn't make me not want to there again.",1,1
I love the lettuce wraps here. They are simply the best.  I order carry out often from here. I occasionally dine in.  My problem with the dinning in is the seating. It is always difficult to find a seat.  The place really needs to expand.  If you have a party of more than 4 most days you can hang it up.  Other than the seating I like it. Large portions of rice and noodles.  A little stingy on the meat.,1,1
"Hot,vegan,carbo load  You name it and they have it Pricing is reasonable  and quality excellent  No disappointments here Five stars for the food  We try to stop by monthly",1,1
"I eat regularly (3-5 times a month) at Pei Wei, usually in Scottsdale or North Phoenix. My wife's doctor is across the street from this Pei Wei, so we have been stopping in when we go to her baby check ups. It is, without a doubt, the best Pei Wei I have eaten at. It is consistent, they don't get frustrated if you customize your order, and the cooks on always on point.   Wish this location was closer!",1,1
"This Pei Wei location has such kind, welcoming staff. They are so accommodating and hospitable. 5 stars, hands down.",1,1
"Pei Wei is a fast, easy, cheaper PF Chang's - and that's what makes it great! If you like the tofu dishes at PF Chang's, you'll love Pei Wei. The food here is great. The service is exceptional. And the portions are huge! I usually end up taking about half the food home with me. Also, compared to other lunch spots near by (like Paradise Bakery), it's really not all that busy. Of course, it's not authentic Asian food, but you shouldn't be expecting that when you come here anyway.",1,1
I ordered the teriyaki bowl and it was great food for the price.  Quite impressed by the variety of options on the menu. Not sure if this location was the one I tried.,1,1
"Absolutely wonderful. This place is clean, the staff is wonderful and go out of their way to help you. They stay a step ahead of you and get what what you need.   The food is perfect! I have eaten here many many times and it has always been fresh, hot, and delicious! I highly recommend this place, 100%!",1,1
Service is a 4  . Very sloppy also the hot and sour soup aint that  bad if u add enough chile paste and salt and soy sauce the gentleman named pop he is the manager great service from him and this other lady did not get her name unfortunetly  I've changed my rating 2 times that's how impressed I am,1,1
We are from the Midwest and are visiting Phoenix on a vacation. We stopped in this place for some quick Asian food. What a great surprise! I had the Mongolian chicken and it was great. Very similar to PF Chang. You order at the counter and they bring the food. I wish we had one of these where I live.,1,1
Enjoyed the bright fun Mexican decor!  The food was delicious and reasonably priced!  And the margaritas were delicious!,1,1
I've been here at least 5 times now and each time is better than the last. I Iove what they have done to improve the building and add outdoor dining. Service is always good here and on par with other top places in Mentor. I really suggest the chicken soup on a cold day it's very yummy! Everything I've had on the menu has been great.,1,1
"Terrific service. The place was packed, but we were seated right away. Chips and salsa on the table as we were seated. Great food, big portions, fast service.",1,1
"Ate here for lunch on a Sunday.  Arrived around 12:30, and there were a decent number of customers seated.  Service was friendly and fast, food was excellent, and they have DRAFT BEER, including a couple of Mexican brews.  This location is the best Don Tequila I have been to.",1,1
Been dining here since it first opened. Wife is from tx so this is her taste of home. When tx folks come to visit they ask to go to Don's.  It's very good tex-mex.,1,1
"If you have a hankering for Mexican, head on over to don tequilas. Fast service and delicious food with generous portions. We ordered the Guadalajara special tamale and the pollo adobe and they were both delicious.",1,1
"I eat here all the time and most of the staff are from Guadalajara.... Food is definately ""americanized"" and by that i mean tamed down in heat and changed a little for what americans expect.... But when i order my racos de carne asada with lime and cilantro and onions.... All i get are big smiles and HOT sauce.... So if your in the mood for authentic hotmexican food.... Just let the waiter know.. Hell guide you to a great choice!",1,1
"Very good, reasonable priced . The Texas quesadilla with chicken,  Steak, shrimp, onion, peppers and cheese was large and very good They have Dos Equis on draft!",1,1
What a surprise!  The most amazing Mexican food I have ever tasted and I am a foodie. My husband and I ordered the table side guac.  Delicious!   Texas margaritas. Delicious!  Seafood burritos with fresh cilantro!  I will be salivating for them soon!  All of the food was so fresh!  You must try this place. We will try the Green Road location next as it is closer to our home.,1,1
"We came here for the first time to celebrate my birthday.  We ate a ton of fresh chips in advance of the meal, the salsa was pretty mild.  I had the Chori pollo, which is a burrito with chorizo and chicken with rice.  Man, it was amazing. Hot and spicy with peppers, I took some of the huge portion home and ate it the next day.    The service was seriously, amazingly fast for a group of 4, and they kept our drinks regularly filled.",1,1
"Yum!!! I love this place! Come almost every Friday. Try the Chicken Chili Verde, my first favorite dish. My new favorite, Burrito Chipotle!!!! So delicious! Don't forget the margaritas!! :)",1,1
"We've eaten here 2-3 times a month for the last few years. It's my absolute favorite Mexican restaurant in the area. I've never had a meal I didn't like! The menu is so huge and full of options, even your pickiest eaters should be able to find something they can enjoy.  I love how quickly the meals come out, which is especially nice when you're on your lunch hour. The portions are always great, and the staff treats us like family each time we stop in!",1,1
"Amazing Mexican place!! Very tasty and reasonably priced. We ordered Molacajete, seafood chimi and carne asada burrito. The best!! Molacajete is a must try! This is something new I have never tried before. Service is quick! Cute authentic decor.",1,1
"Service is great. Food is texmex and very good. I wish they offered black beans, I'm from California where black beans are popular. Margaritas are great, I got a buzz from two. The place was busy. Mexican families were here  and that's a plus.",1,1
"With everywhere else packed on a Friday night, we wondered in, not expecting much quite honestly.   We both ordered off the specials menu, and my husband barely managed to squeeze in his standard 'where's my burrito' before two large plates, overflowing with food, arrived in front of us.  The food itself was good. Mexican food can too easily be greasy, but this was not. The menu is nothing startling, but the classic mexican dishes were all on the mark. And there was enough left over for a second meal tomorrow.  Prices were very reasonable - our total bill, including tips, was less than $25.  Definitely planning another visit.",1,1
"On a recent trip to Kirtland, OH.  Decided to try even though the outside appearance was somewhat questionable.  But nice simple decor inside.  Friendly waitress who gave good tips from the menu.  We both had the Tres Amigos.  Nice chicken, steak, shrimp combo.",1,1
"If you blink. You will miss this little eatery, squished into the corner of a small strip mall in Mentor, Ohio.  I went with a friend of mine from the area, who was treated like a rock star when he arrived (well, he IS a rock star), and that's indicative of the casual and familial vibe at this restaurant.  I didn't take notes - too busy enjoying the company - but I'm pretty sure I got a burrito and it was delicious.  Margaritas were excellent (this much I do remember) and service was quick and pleasant.  Now that I know that this place exists, it gives me even more reason to travel to the northern tip of Ohio for good company and eats!",1,1
"Good food, great prices, large portions, fast, friendly service. What more can you ask for. We highly recommend you try it!",1,1
"Authentic. Delicious chips and salsa follow you to the table on arrival - food arrives on plates too hot to touch. We lived in the South West for 9 years and ate at many Mexican places ONCE, before calling DonnyTs our favorite. We have been enjoying perfect food here for 6 plus years. Very little turn over in wait or kitchen staff... consistent quality food and service.",1,1
"Why hello service. Don't let the lime green walls scare you, this place is all business. Seated immediately, the waiter came to the table immediately, and the food came almost immediately after we'd ordered. Boyfriend got a combo platter with an enchilada and taquito and devoured the whole thing. I got a carnitas dinner platter and I could only finish half since I filled up on chips and salsa and guacamole. It was so good!   The only disappointing part was the dessert. We ordered flan, and when it arrived it was covered in whipped cream and strawberry sauce which I am not a fan of. The consistency was nubbly. Should've went with the churros.",1,1
"This is our go to Mexican restaurant. The staff is kind and courteous and Javier is an amazing gentleman. Always prompt , fresh and delicious. Their mango margaritas and dos Equis pair perfectly with our meals. Very family friendly and great atmosphere. Really a great place",1,1
"Food was AWESOME. The normal tacos are ... well ... normal and typical. My wife ordered the chicken fajitas and they were very good fajitas. I ordered the burrito durango which was a 12 inch shell STUFFED with chicken, steak, and huge shrimp! I asked for it spicy... and it actually came with pretty good heat. The burrito was outstanding, which is why I gave it 4 stars instead of 3. Overall, we'll probably be back.",1,1
Food is always great especially Tableside Gauc but today service was really slow because of kitchen. Waiter couldn't have been nicer,1,1
"We had a really good meal here, service was quick and accurate.  Food was definitely better than most Mexican places around.  Margaritas were very good.  Most of all, the place was very clean!  Would definitely go again!",1,1
"Went on a saturday night on the first night of summer, and had a party of 12.   We were sat almost immediately.  Went there because they had catered a party of a friend of mine.  Our server was professional, and bilingual.  But you could totally understand him and had a cool accent.  Americanized i suppose.  They do not use a POS system but use an old paper check system...so separate checks becomes an issue.  They put tons of chips and salsa in front of you...the chips are super crunch but almost no salt, and the salsa was bland for my taste.  I had the el paso speciai; beef tip burrito and chicken burrito w/ rice and beans.  All came out hot but a little watery.  Dunno where that came from.  But I did ask for lettuce/tomato set as it did not come with any in or on it.  Kids food came out fast, they did have the world cup and that seemed to distract the waiters...but as far as Mexican food goes it was pretty good for Mentor.",1,1
"Been here a couple times and so far every time we've gone the foods been great, the service has always been friendly and the portions are amazing!",1,1
Tacos al pastor--delish! Salsa and guacamole was very fresh! Refried beans were super good. Service was friendly and fast. Beer was cold and the bathroom was clean. What more can you ask for?,1,1
We've been going here several times a month ever since they opened. Some of the BEST Mexican food I've ever had at absolutely the LOWEST prices I have ever found for food this good. Waiters friendly and attentive. Nice decor. Nice new Bar.,1,1
"Love this place. I went there with me boyfriend to celebrate our anniversary and I am glad my colleagues suggested me this place. The food is really really good. They have a great cocktail list.   We shared the hot balls (delicious) and the rillettes (I loved it). Then, I had the beef tartare with the side of potatoes cooked in duck fat (awesome). To finish, I had the lemon pannacotta...this is by far one of the best dessert I've tried. I am not a dessert person and not a big fan of lemon but that dessert was just perfect!!   The service was slow so don't go there if you are in a rush! Our waiter was really nice  and even tried to speak in French as he noticed that we were speaking French.   I will definitely go back there...I am sad this place is kind of far from were I live!",1,1
"Had a lovely evening last night at Table 17.  Great selection of wine and the owner made an excellent suggestion of something we had never heard of before - bearing in mind both price point, meal choices and preferences (though overall it was a bit of a pricey list, only one bottle south of $50, just).    Lovely, vibrant atmosphere, the polenta was delicious as a starter (the chef tops it with a different finish every day - last night it was meatballs) - though the other ones we saw at other tables also looked sumptuous - and our meals/sides were excellent.  Also, the food prices  All in all a great evening  - could have happily ordered anything from the menu, and what we did order was delish.     Definitely will go back to work our way through the rest of the menu.",1,1
"I've been here for a few dinners and brunches, and it has been a pleasure every time.   The service has always been very attentive and helpful. For one of the dinners, our group had trouble deciding on dishes so our server suggested that we pick a price point and let the chef put together a menu. It was a really fantastic experience!",1,1
"Ok, full disclosure:  went here as a default because Ascari Enoteca was closed down due to a busted water pipe or something.   Food was AMAZING!  We ordered a bunch of appetizers and 3 mains, as well as dessert and cocktails......thought for sure we would get something that we did not like, but alas everything was delicious.  To quote an obnoxiously catchy song from The Lego Movie, ""Everything is awesome....""",1,1
"We had an exceptional experience at Table 17. Chef John prepared an incredible fois gras app, the squid ceviche did not disappoint... the Rainbow trout was melt in your mouth delicious and we ended our foodgasm with the dark chocolate tort.",1,1
"Found this place by chance and walked in for brunch on a Sunday. There was one table available luckily. There wasn't a lot on the menu, but all the items we ordered wew so fabulous!! And very out of the ordinary. Service was good too.  French toast with creme anglais, pastry shell with onions, pears etc... all fabulous. It's a delight for the senses, this place.",1,1
By far my favourite restaurant in the east end. Always great food and service - and a cool and inspired cocktail list. Great for any occasion!,1,1
"I booked the private room for a small wedding reception recently. We had 14 guests, the room was perfect. Booking was incredibly easy and they took care of everything professionally and quickly. We were even able to come in the night before and decorate.   The dinner was amazing. We had the family style menu, which included: kale citrus salad, buffalo mozzarella, hunters mash, green beans, polenta with lamb bolognese, braised lamb shank, short ribs... There was more, but you get it. Lots of food for every one, lots to choose from, and so amazingly delicious. Everyone stopped talking at one point, they we're too busy eating.  We had a cake of our own brought in, so we got to take the dessert from the menu home. It was amazing, so decadent.  It was a fantastic dinner at the end of a fantastic day. I don't think I could have picked a better place to host my wedding meal.  My favourite was the polenta bolognese. I could eat that for days.",1,1
"I had a nice time at Table 17.  It was busy when we got there. We had reservations but had to wait at the bar (no big deal) and the bartender (he's in his early 100s) was a riot.  I had the polenta to start. It was creamy and buttery, and the braised pork shoulder in white wine on top was oh-so-good.  I had the short ribs as my main. The meat was tender and moist and the root veggies were perfectly cooked.  We shared the hunters mash as a side - I was expecting more flavour.  Table 17 had a great vibe to it. The food was good. The servers were attentive. I'd definitely go back.",1,1
"We had the scotch egg and the tomato based eggs. Everything was delish! While I prefer to have my bread toasted I understand it's not the french way (and they would have accommodated if I asked!)  The potato rosti was totally worth breaking the diet for, and comes in 4 pieces and is easily shared!  The americano was outstanding they use amazing beans, and I wanted more. I had on of their $5 mimosas which is something that would keep me coming back weekly if I could !  The staff are all super lovely, and the ingredients were all do fresh (you can tell these things) A perfect brunch spot, no need to wait in line at the other two ""brunch hot spots"" in the area.   Highly recommend this spot!",1,1
my first time here. Very impressed. Food was very tasty. Our waiter recommended me the Trout and it was amazing. So fresh. It came with a side of vegetables and i got some steak fries with it as well.  The service was pretty spot on and we were always asked if  everything was o.k...which it was.,1,1
"Walked in on a cold saturday afternoon round 1330! waitress Helen received us very warmly and sat us at the best table for two by the window in the sun with view onto queen st east. We started with mimosas while studying the brunch menu. Helen was helpful, knowledgeable  and prompt. I ordered the seasonal scramble, which today was chorizo artisanal, and tarragon scrambled fluffyly together with country butter toast. Loved it. My girlfriend had the french toast, cinnamon creme anglaise and berries which she thought was pretty good. We then asked for a cheese plate which was only available for dinner. Helen accommodated us with it anyway: *Paillot de chevre *Mapledale 5 year cheddar *Ciel de charlevoix *Monforte toscano pecorino *Clandestin  Great little figs stuffed with walnuts dry crannies and almonds A good bottle of sancerre and ""Voila"" $118 for the both of us will come back, loved it!",1,1
"I've had the pleasure of dining at Table 17 on two occasions. One time we were a group of four and another time it was just me and my husband. The place is simple but beautiful - gorgeous reclaimed wood, candlelit tables and lush fabrics. It just feels good when you walk in. The staff on both visits were very friendly and attentive, and both times the meals were excellent. Their prix fixe meal is tremendous value for the quality of the food you get although just a heads up that some of the dishes are very rich, so go easy on the apps! (re: get yourself a nice salad if you order the short ribs or risotto). If you're feeling like a cocktail to start the meal (and who wouldn't?) I'd suggest the Bourbon sour. Yummy.",1,1
"I'm going to ignore the fact that the service was off and just chock that up to the fact that it was the poor girl's first week, so the cocktail spilled, the flatware dropped and the general feeling that the girl was nervous as all get out didn't really taint my evening because the food was excellent.   Our group started off with the polenta special, a strong recommendation from the friends that suggested Table 17. As I understand it, the polenta to start rotates nightly... maybe weekly? This particular night it was served with some seasoned pork and Parmesan cheese. Thumbs way up for the polenta, the pork on the other hand... eh. Didn't have a tremendous amount of flavor. But no worries. Our entrees were bomb. Fish, filet, sides I don't think you can go wrong, and I highly suggest grabbing things everyone will like because you'll want to start forking at your neighbor's! I was impressed this place had such a strong cocktail program, figured wine was where it's at, at a place like this.",1,1
"I love this place.  It's definitely a little pricey, so it's more of a special occasion place.  Love the décor.  They have a gigantic table in the center of the restaurant where they slice your bread.  Kinda cool, but it takes up a lot of useful real estate.  Another 2 or 3 tables could potentially be in it's place.  The ""hot balls"" were highly recommended by a friend so we just had to order them.  I can't say I've ever had anything like them before.  There are 3 different types:  Arancino - mushroom & Fontina stuffed risotto, Goat cheese - wildflower honey, and Arancino - spiced lamb stuffed risotto.  A little expensive for the size of these things, but delicious.  I went with the fish (trout) for my entrée.  It was very good.  Nothing special or unique to report.  I was very impressed with the service here.  I've recommended this restaurant to others, and they've loved it too.",1,1
"I came here for weekend brunch. We arrived around 11:30 and there was no wait, lots of free tables. It was packed by 12 or 12:30 though.   The place is cozy and inviting. It's nice enough for a romantic dinner (NB: Sunday and Monday nights they have a $32 three-course table d'hote, and bring your own wine) but relaxed enough for families with young kids. The chicken theme (in the logo, decor) reminded me of the old Bistro Bakery Thuet.   The brunch menu changes seasonally, so the current offerings are different from the menu on the website. I had the scrambled eggs -- smooth and fluffy with pecorino cheese and mixed peppers. It came with a green salad and warm baguette. It was filling without being too heavy or greasy. My DC had the Farmer's Breakfast, with a hard boiled egg in this deep fried batter, with an assortment of Ontario and Quebec cheeses (including a yummy Brie), pate, and tiny pickles. We shared an order of rosti, which was just right -- crisp and hearty. It's chunkier than the rosti at Le Petit Dejeuner, but not as thick as the rosti at Richtree/Movenpick. For drinks, I just had a glass of the freshly squeezed OJ. They do have $5 mimosas and caesars. DC had coffee, which was refilled diligently.   The whole meal for 2 people came to $40 including tax and tip. Pretty reasonable for a nice place and great food. Service was friendly and attentive.   Street parking on weekends is usually easy to find and $1.50 per hour.   I checked-in and unlocked and offer for $36 for a ""14 oz. (!!) Heritage Beef Ribeye with hen of the woods mushrooms and mint & orange gremolata"" for my next visit.",1,1
"I'll be frank: the only way we could afford this place was due to a gift certificate from a generous wedding guest. However, the food was right on the money. Good flavor; prompt service. If you have the money, go!",1,1
"We were here for brunch a few weeks back - delish !  Service was great, food was fantastic, and as a nice surprise we didn't have to wait all that long for a table.  And a good brunch can't just rely on its food for good reviews, so the answer is yes, the Ceasars were awesome.  We don't really live in the area but our visit here was really good so we'll be back.",1,1
